iter	RMSE
499	11.72686044
500	11.71972259
501	11.71850876
502	11.71726063
503	11.71463046
504	11.71405326
505	11.7128641
506	11.71042401
507	11.70767917
508	11.70534447
509	11.70187755
510	11.70131927
511	11.70005381
512	11.69424487
513	11.68855308
514	11.68214435
515	11.679817
516	11.67578803
517	11.67507489
518	11.67362366
519	11.66950745
520	11.66611154
521	11.66296792
522	11.66132004
523	11.65686118
524	11.65632576
525	11.65393725
526	11.65280449
527	11.65141743
528	11.64954613
529	11.64847272
530	11.64076759
531	11.64024544
532	11.63366173
533	11.62841048
534	11.62706824
535	11.62249116
536	11.61932356
537	11.61537	12.538	11.6538	12.0539	11.539	12.01567484
540	12.00541	11.541	12.00542	11.542	12.0543	11.543	11.99854465
544	11.99490812
545	11.9931616
546	11.9884811
547	11.98600998
548	11.98363586
549	11.98317013
550	11.98055143
551	11.97784407
552	11.97632547
553	11.96976343
554	11.96877049
555	11.95846514
556	11.95741751
557	11.9565955
558	11.95608875
559	11.9539165
560	11.9521205
561	11.94727926
562	11.93918854
563	11.93789277
564	11.93226344
565	11.92984814
566	11.92662083
567	11.92328413
568	11.92164919
569	11.91197788
570	11.91105312
571	11.9102244
572	11.90934726
573	11.90808515
574	11.90687524
575	11.90150763
576	11.8999025
577	11.89880338
578	11.89585761
579	11.89380875
580	11.88935819
581	11.8873582	1582	11.886583	11583	11.885584	11584	11.883585	11.48008534
586	11.47202243
587	11.46940645
588	11.46696856
589	11.46233034
590	1590	11.8625591	1591	11.8604592	1592	11.8600593	11.44780425
594	11.4427915
595	11.43760239
596	11.43629524
597	11.43520751
598	11.43188746
599	11.43144796
600	11.43042335
601	11.42674048
602	11.42556853
603	11.42409959
604	11.42367062
605	11.40804232
606	11.40447238
607	11.40254178
608	11.39893236
609	11.39656607
610	11.39553385
611	11.39323327
612	11.38843913
613	11.3880194
614	11.38547319
615	11.38241061
616	11.38077231
617	11.37742143
618	11.37656255
619	11.37568598
620	11.3716782
621	11.37064901
622	11.36070299
623	11.36029303
624	11.35813442
625	11.35722418
626	11.35453808
627	11.35155709
628	11.34440899
629	11.34321545
630	11.34221716
631	11.34181638
632	11.33960903
633	11.33831783
634	11.33550157
635	11.33312617
636	11.33181187
637	11.32764837
638	11.32662694
639	11.32041879
640	11.31935775
641	11.31652824
642	11.31310866
643	11.30817042
644	11.30602333
645	11.30516444
646	11.30477251
647	11.30222914
648	11.30120838
649	11.29849407
650	11.29747617
651	11.29199166
652	11.29161008
653	11.2900186
654	11.28662209
655	11.28568118
656	11.28002769
657	11.27905559
658	11.27701484
659	11.27535142
660	11.27497939
661	11.27407172
662	11.2730271
663	11.26966251
664	11.26632523
665	11.25997932
666	11.256988
667	11.2500182
668	11.24752396
669	11.24610454
670	11.2453732
671	11.24450058
672	11.24134525
673	11.23683715
674	11.23647297
675	11.23468949
676	11.23291158
677	11.2258828
678	11.22264056
679	11.22174337
680	11.22055316
681	11.22019764
682	11.21785994
683	11.21529443
684	11.21368165
685	11.2129379
686	11.20788422
687	11.20707417
688	11.20608017
689	11.20359024
690	11.20154986
691	11.19970057
692	11.19935416
693	11.19688763
694	11.19104609
695	11.18775428
696	11.18701802
697	11.18155372
698	11.1765224
699	11.17271613
700	11.17186471
701	11.16950353
702	11.16876934
703	11.16788703
704	11.1675482
705	11.16150426
706	11.15829023
707	11.15740259
708	11.15567688
709	11.15180075
710	11.14946217
711	11.14846539
712	11.14625593
713	11.1429711
714	11.14089512
715	11.1392046
716	11.13389974
717	11.13356872
718	11.13157246
719	11.13072325
720	11.12861866
721	11.12632052
722	11.12554255
723	11.12428234
724	11.12136582
725	11.12008715
726	11.11923578
727	11.11638411
728	11.11606168
729	11.11383147
730	11.1087725
731	11.10650801
732	11.10501312
733	11.10413575
734	11.10312576
735	11.10088187
736	11.09873469
737	11.09841958
738	11.0972983
739	11.0928495
740	11.09125169
741	11.09047638
742	11.0895265
743	11.0810647
744	11.08031404
745	11.07581977
746	11.07337455
747	11.07306728
748	11.07022748
749	11.06804577
750	11.06730371
751	11.06376326
752	11.06181916
753	11.05750319
754	11.05679328
755	11.05399647
756	11.05001309
757	11.04827844
758	11.04797902
759	11.04704217
760	11.04628563
761	11.04563291
762	11.04327625
763	11.04145704
764	11.0400815
765	11.03930521
766	11.03719901
767	11.03399163
768	11.03329822
769	11.03276605
770	11.02719637
771	11.02595304
772	11.01853272
773	11.01781953
774	11.01244796
775	11.01215454
776	11.01018706
777	11.00884065
778	11.00710857
779	11.00523486
780	10.99989541
781	10.99727214
782	10.99531355
783	10.99403069
784	10.99296276
785	10.99267637
786	10.98834709
787	10.98262113
788	10.98184905
789	10.98019006
790	10.97857412
791	10.97616538
792	10.97547783
793	10.97116741
794	10.96689026
795	10.96491526
796	10.96463639
797	10.96403941
798	10.96226883
799	10.96162363
800	10.95745637
801	10.95661193
802	10.95472449
803	10.95297833
804	10.94998107
805	10.94628153
806	10.94469633
807	10.93954933
808	10.93607806
809	10.9358049
810	10.93415523
811	10.93311026
812	10.93240178
813	10.9316061
814	10.93114911
815	10.92716059
816	10.92562345
817	10.9240697
818	10.92027828
819	10.91965681
820	10.91825431
821	10.91757318
822	10.9156653
823	10.91509994
824	10.91018465
825	10.90933059
826	10.90803386
827	10.90674558
828	10.90525457
829	10.90409189
830	10.90281664
831	10.90255523
832	10.89985015
833	10.89821316
834	10.89637592
835	10.8948465
836	10.89308057
837	10.89000146
838	10.88522813
839	10.88360168
840	10.88056369
841	10.88030814
842	10.87970835
843	10.87912834
844	10.87588775
845	10.87530883
846	10.874591
847	10.87395163
848	10.87160285
849	10.86788709
850	10.8638529
851	10.86309387
852	10.85740952
853	10.85510114
854	10.8538808
855	10.85363083
856	10.85321704
857	10.85262498
858	10.85041403
859	10.8489933
860	10.846896
861	10.84578173
862	10.84430861
863	10.84327014
864	10.8398343
865	10.83915855
866	10.83875482
867	10.83768971
868	10.8341951
869	10.83246198
870	10.83174309
871	10.82725527
872	10.82676555
873	10.82622221
874	10.82582826
875	10.82490831
876	10.82319355
877	10.82156195
878	10.82018668
879	10.81967162
880	10.81842892
881	10.81536815
882	10.81273847
883	10.81226072
884	10.81159426
885	10.80993962
886	10.80686898
887	10.80553164
888	10.80334718
889	10.80282638
890	10.79986324
891	10.79942155
892	10.79519642
893	10.79359888
894	10.79230017
895	10.79156934
896	10.78851811
897	10.787417
898	10.78718498
899	10.78533854
900	10.78438584
901	10.78170143
902	10.77934488
903	10.7783997
904	10.77783737
905	10.77718911
906	10.7755115
907	10.77422567
908	10.77296188
909	10.77273552
910	10.7704479
911	10.76968107
912	10.76708599
913	10.76464937
914	10.76409451
915	10.76095515
916	10.76059726
917	10.75892417
918	10.75870262
919	10.7558138
920	10.75288269
921	10.7518747
922	10.75124104
923	10.74716569
924	10.74663472
925	10.74588458
926	10.74212892
927	10.73910068
928	10.73741525
929	10.73719834
930	10.73596873
931	10.7354445
932	10.73157159
933	10.73019521
934	10.72966373
935	10.72894146
936	10.7284933
937	10.72828204
938	10.72575155
939	10.72540679
940	10.7238182
941	10.72224391
942	10.72113812
943	10.71959352
944	10.71829946
945	10.71611101
946	10.71539958
947	10.71450308
948	10.71318314
949	10.71182797
950	10.70813426
951	10.70755509
952	10.70547806
953	10.70371961
954	10.69812459
955	10.69699476
956	10.69649453
957	10.69298526
958	10.69114135
959	10.68741967
960	10.68513334
961	10.6825991
962	10.68214299
963	10.68165587
964	10.68100229
965	10.68079766
966	10.67925522
967	10.67799535
968	10.67723979
969	10.67574596
970	10.67542131
971	10.67465024
972	10.67396832
973	10.67186546
974	10.67022018
975	10.67002072
976	10.66809043
977	10.6676635
978	10.66719648
979	10.66423711
980	10.66391383
981	10.66188336
982	10.65310753
983	10.65079414
984	10.64941406
985	10.64744116
986	10.64703213
987	10.64496213
988	10.64454494
989	10.64255618
990	10.64210522
991	10.64121531
992	10.63892717
993	10.63848265
994	10.63399531
995	10.631756
996	10.62870629
997	10.626461
998	10.62498146
999	10.62478787
.1214692
1262
